KODJAZ,AKRCIS,KODCIS,CHODNOTA,ZKRTEXT,TEXT,ADMPLOD,ADMNEPO,MIN_TUPY,MAX_TUPY,MIN_OSTRY,MAX_OSTRY,EXPORT_DWH
CS,INTERVAL,7700,431905431905000,<1 905; 1 905>,1 905,1900-01-01,9999-09-09,NA,NA,1905,1905,NA
CS,INTERVAL,7700,431906431906000,<1 906; 1 906>,1 906,1900-01-01,9999-09-09,NA,NA,1906,1906,NA
CS,INTERVAL,7700,431907431907000,<1 907; 1 907>,1 907,1900-01-01,9999-09-09,NA,NA,1907,1907,NA
CS,INTERVAL,7700,431908431908000,<1 908; 1 908>,1 908,1900-01-01,9999-09-09,NA,NA,1908,1908,NA
CS,INTERVAL,7700,431909431909000,<1 909; 1 909>,1 909,1900-01-01,9999-09-09,NA,NA,1909,1909,NA
CS,INTERVAL,7700,431910431910000,<1 910; 1 910>,1 910,1900-01-01,9999-09-09,NA,NA,1910,1910,NA
CS,INTERVAL,7700,431911431911000,<1 911; 1 911>,1 911,1900-01-01,9999-09-09,NA,NA,1911,1911,NA
CS,INTERVAL,7700,431912431912000,<1 912; 1 912>,1 912,1900-01-01,9999-09-09,NA,NA,1912,1912,NA
CS,INTERVAL,7700,431913431913000,<1 913; 1 913>,1 913,1900-01-01,9999-09-09,NA,NA,1913,1913,NA
CS,INTERVAL,7700,431914431914000,<1 914; 1 914>,1 914,1900-01-01,9999-09-09,NA,NA,1914,1914,NA
CS,INTERVAL,7700,431915431915000,<1 915; 1 915>,1 915,1900-01-01,9999-09-09,NA,NA,1915,1915,NA
CS,INTERVAL,7700,431916431916000,<1 916; 1 916>,1 916,1900-01-01,9999-09-09,NA,NA,1916,1916,NA
CS,INTERVAL,7700,431917431917000,<1 917; 1 917>,1 917,1900-01-01,9999-09-09,NA,NA,1917,1917,NA
CS,INTERVAL,7700,431918431918000,<1 918; 1 918>,1 918,1900-01-01,9999-09-09,NA,NA,1918,1918,NA
CS,INTERVAL,7700,431919431919000,<1 919; 1 919>,1 919,1900-01-01,9999-09-09,NA,NA,1919,1919,NA
CS,INTERVAL,7700,431920431920000,<1 920; 1 920>,1 920,1900-01-01,9999-09-09,NA,NA,1920,1920,NA
CS,INTERVAL,7700,431920431945000,<1 920; 1 945>,1 920 až 1 945 (více nebo rovno 1 920 a méně nebo rovno 1 945),1900-01-01,9999-09-09,NA,NA,1920,1945,NA
CS,INTERVAL,7700,431921431921000,<1 921; 1 921>,1 921,1900-01-01,9999-09-09,NA,NA,1921,1921,NA
CS,INTERVAL,7700,431922431922000,<1 922; 1 922>,1 922,1900-01-01,9999-09-09,NA,NA,1922,1922,NA
CS,INTERVAL,7700,431923431923000,<1 923; 1 923>,1 923,1900-01-01,9999-09-09,NA,NA,1923,1923,NA
CS,INTERVAL,7700,431924431924000,<1 924; 1 924>,1 924,1900-01-01,9999-09-09,NA,NA,1924,1924,NA
CS,INTERVAL,7700,431925431925000,<1 925; 1 925>,1 925,1900-01-01,9999-09-09,NA,NA,1925,1925,NA
CS,INTERVAL,7700,431926431926000,<1 926; 1 926>,1 926,1900-01-01,9999-09-09,NA,NA,1926,1926,NA
CS,INTERVAL,7700,431927431927000,<1 927; 1 927>,1 927,1900-01-01,9999-09-09,NA,NA,1927,1927,NA
CS,INTERVAL,7700,431928431928000,<1 928; 1 928>,1 928,1900-01-01,9999-09-09,NA,NA,1928,1928,NA
CS,INTERVAL,7700,431929431929000,<1 929; 1 929>,1 929,1900-01-01,9999-09-09,NA,NA,1929,1929,NA
CS,INTERVAL,7700,431930431930000,<1 930; 1 930>,1 930,1900-01-01,9999-09-09,NA,NA,1930,1930,NA
CS,INTERVAL,7700,431931431931000,<1 931; 1 931>,1 931,1900-01-01,9999-09-09,NA,NA,1931,1931,NA
CS,INTERVAL,7700,431932431932000,<1 932; 1 932>,1 932,1900-01-01,9999-09-09,NA,NA,1932,1932,NA
CS,INTERVAL,7700,431933431933000,<1 933; 1 933>,1 933,1900-01-01,9999-09-09,NA,NA,1933,1933,NA
CS,INTERVAL,7700,431934431934000,<1 934; 1 934>,1 934,1900-01-01,9999-09-09,NA,NA,1934,1934,NA
CS,INTERVAL,7700,431935431935000,<1 935; 1 935>,1 935,1900-01-01,9999-09-09,NA,NA,1935,1935,NA
CS,INTERVAL,7700,431936431936000,<1 936; 1 936>,1 936,1900-01-01,9999-09-09,NA,NA,1936,1936,NA
CS,INTERVAL,7700,431937431937000,<1 937; 1 937>,1 937,1900-01-01,9999-09-09,NA,NA,1937,1937,NA
CS,INTERVAL,7700,431938431938000,<1 938; 1 938>,1 938,1900-01-01,9999-09-09,NA,NA,1938,1938,NA
CS,INTERVAL,7700,431939431939000,<1 939; 1 939>,1 939,1900-01-01,9999-09-09,NA,NA,1939,1939,NA
CS,INTERVAL,7700,431940431940000,<1 940; 1 940>,1 940,1900-01-01,9999-09-09,NA,NA,1940,1940,NA
CS,INTERVAL,7700,431941431941000,<1 941; 1 941>,1 941,1900-01-01,9999-09-09,NA,NA,1941,1941,NA
CS,INTERVAL,7700,431942431942000,<1 942; 1 942>,1 942,1900-01-01,9999-09-09,NA,NA,1942,1942,NA
CS,INTERVAL,7700,431943431943000,<1 943; 1 943>,1 943,1900-01-01,9999-09-09,NA,NA,1943,1943,NA
CS,INTERVAL,7700,431944431944000,<1 944; 1 944>,1 944,1900-01-01,9999-09-09,NA,NA,1944,1944,NA
CS,INTERVAL,7700,431945431945000,<1 945; 1 945>,1 945,1900-01-01,9999-09-09,NA,NA,1945,1945,NA
CS,INTERVAL,7700,431946431946000,<1 946; 1 946>,1 946,1900-01-01,9999-09-09,NA,NA,1946,1946,NA
CS,INTERVAL,7700,431946431960000,<1 946; 1 960>,1 946 až 1 960 (více nebo rovno 1 946 a méně nebo rovno 1 960),1900-01-01,9999-09-09,NA,NA,1946,1960,NA
CS,INTERVAL,7700,431947431947000,<1 947; 1 947>,1 947,1900-01-01,9999-09-09,NA,NA,1947,1947,NA
CS,INTERVAL,7700,431948431948000,<1 948; 1 948>,1 948,1900-01-01,9999-09-09,NA,NA,1948,1948,NA
CS,INTERVAL,7700,431949431949000,<1 949; 1 949>,1 949,1900-01-01,9999-09-09,NA,NA,1949,1949,NA
CS,INTERVAL,7700,431950431950000,<1 950; 1 950>,1 950,1900-01-01,9999-09-09,NA,NA,1950,1950,NA
CS,INTERVAL,7700,431951431951000,<1 951; 1 951>,1 951,1900-01-01,9999-09-09,NA,NA,1951,1951,NA
CS,INTERVAL,7700,431952431952000,<1 952; 1 952>,1 952,1900-01-01,9999-09-09,NA,NA,1952,1952,NA
CS,INTERVAL,7700,431953431953000,<1 953; 1 953>,1 953,1900-01-01,9999-09-09,NA,NA,1953,1953,NA
CS,INTERVAL,7700,431954431954000,<1 954; 1 954>,1 954,1900-01-01,9999-09-09,NA,NA,1954,1954,NA
CS,INTERVAL,7700,431955431955000,<1 955; 1 955>,1 955,1900-01-01,9999-09-09,NA,NA,1955,1955,NA
CS,INTERVAL,7700,431956431956000,<1 956; 1 956>,1 956,1900-01-01,9999-09-09,NA,NA,1956,1956,NA
CS,INTERVAL,7700,431957431957000,<1 957; 1 957>,1 957,1900-01-01,9999-09-09,NA,NA,1957,1957,NA
CS,INTERVAL,7700,431958431958000,<1 958; 1 958>,1 958,1900-01-01,9999-09-09,NA,NA,1958,1958,NA
CS,INTERVAL,7700,431959431959000,<1 959; 1 959>,1 959,1900-01-01,9999-09-09,NA,NA,1959,1959,NA
CS,INTERVAL,7700,431960431960000,<1 960; 1 960>,1 960,1900-01-01,9999-09-09,NA,NA,1960,1960,NA
CS,INTERVAL,7700,431960431969000,<1 960; 1 969>,1 960 až 1 969 (více nebo rovno 1 960 a méně nebo rovno 1 969),1900-01-01,9999-09-09,NA,NA,1960,1969,NA
CS,INTERVAL,7700,431961431961000,<1 961; 1 961>,1 961,1900-01-01,9999-09-09,NA,NA,1961,1961,NA
CS,INTERVAL,7700,431961431970000,<1 961; 1 970>,1 961 až 1 970 (více nebo rovno 1 961 a méně nebo rovno 1 970),1900-01-01,9999-09-09,NA,NA,1961,1970,NA
CS,INTERVAL,7700,431961431980000,<1 961; 1 980>,1 961 až 1 980 (více nebo rovno 1 961 a méně nebo rovno 1 980),1900-01-01,9999-09-09,NA,NA,1961,1980,NA
CS,INTERVAL,7700,431962431962000,<1 962; 1 962>,1 962,1900-01-01,9999-09-09,NA,NA,1962,1962,NA
CS,INTERVAL,7700,431963431963000,<1 963; 1 963>,1 963,1900-01-01,9999-09-09,NA,NA,1963,1963,NA
CS,INTERVAL,7700,431964431964000,<1 964; 1 964>,1 964,1900-01-01,9999-09-09,NA,NA,1964,1964,NA
CS,INTERVAL,7700,431965431965000,<1 965; 1 965>,1 965,1900-01-01,9999-09-09,NA,NA,1965,1965,NA
CS,INTERVAL,7700,431966431966000,<1 966; 1 966>,1 966,1900-01-01,9999-09-09,NA,NA,1966,1966,NA
CS,INTERVAL,7700,431967431967000,<1 967; 1 967>,1 967,1900-01-01,9999-09-09,NA,NA,1967,1967,NA
CS,INTERVAL,7700,431968431968000,<1 968; 1 968>,1 968,1900-01-01,9999-09-09,NA,NA,1968,1968,NA
CS,INTERVAL,7700,431969431969000,<1 969; 1 969>,1 969,1900-01-01,9999-09-09,NA,NA,1969,1969,NA
CS,INTERVAL,7700,431970431970000,<1 970; 1 970>,1 970,1900-01-01,9999-09-09,NA,NA,1970,1970,NA
CS,INTERVAL,7700,431970431979000,<1 970; 1 979>,1 970 až 1 979 (více nebo rovno 1 970 a méně nebo rovno 1 979),1900-01-01,9999-09-09,NA,NA,1970,1979,NA
CS,INTERVAL,7700,431971431971000,<1 971; 1 971>,1 971,1900-01-01,9999-09-09,NA,NA,1971,1971,NA
CS,INTERVAL,7700,431971431980000,<1 971; 1 980>,1 971 až 1 980 (více nebo rovno 1 971 a méně nebo rovno 1 980),1900-01-01,9999-09-09,NA,NA,1971,1980,NA
CS,INTERVAL,7700,431972431972000,<1 972; 1 972>,1 972,1900-01-01,9999-09-09,NA,NA,1972,1972,NA
CS,INTERVAL,7700,431973431973000,<1 973; 1 973>,1 973,1900-01-01,9999-09-09,NA,NA,1973,1973,NA
CS,INTERVAL,7700,431974431974000,<1 974; 1 974>,1 974,1900-01-01,9999-09-09,NA,NA,1974,1974,NA
CS,INTERVAL,7700,431975431975000,<1 975; 1 975>,1 975,1900-01-01,9999-09-09,NA,NA,1975,1975,NA
CS,INTERVAL,7700,431976431976000,<1 976; 1 976>,1 976,1900-01-01,9999-09-09,NA,NA,1976,1976,NA
CS,INTERVAL,7700,431977431977000,<1 977; 1 977>,1 977,1900-01-01,9999-09-09,NA,NA,1977,1977,NA
CS,INTERVAL,7700,431978431978000,<1 978; 1 978>,1 978,1900-01-01,9999-09-09,NA,NA,1978,1978,NA
CS,INTERVAL,7700,431979431979000,<1 979; 1 979>,1 979,1900-01-01,9999-09-09,NA,NA,1979,1979,NA
CS,INTERVAL,7700,431980431980000,<1 980; 1 980>,1 980,1900-01-01,9999-09-09,NA,NA,1980,1980,NA
CS,INTERVAL,7700,431980431984000,<1 980; 1 984>,1 980 až 1 984 (více nebo rovno 1 980 a méně nebo rovno 1 984),1900-01-01,9999-09-09,NA,NA,1980,1984,NA
CS,INTERVAL,7700,431980431989000,<1 980; 1 989>,1 980 až 1 989 (více nebo rovno 1 980 a méně nebo rovno 1 989),1900-01-01,9999-09-09,NA,NA,1980,1989,NA
CS,INTERVAL,7700,431981431981000,<1 981; 1 981>,1 981,1900-01-01,9999-09-09,NA,NA,1981,1981,NA
CS,INTERVAL,7700,431981431990000,<1 981; 1 990>,1 981 až 1 990 (více nebo rovno 1 981 a méně nebo rovno 1 990),1900-01-01,9999-09-09,NA,NA,1981,1990,NA
CS,INTERVAL,7700,431982431982000,<1 982; 1 982>,1 982,1900-01-01,9999-09-09,NA,NA,1982,1982,NA
CS,INTERVAL,7700,431983431983000,<1 983; 1 983>,1 983,1900-01-01,9999-09-09,NA,NA,1983,1983,NA
CS,INTERVAL,7700,431984431984000,<1 984; 1 984>,1 984,1900-01-01,9999-09-09,NA,NA,1984,1984,NA
CS,INTERVAL,7700,431985431985000,<1 985; 1 985>,1 985,1900-01-01,9999-09-09,NA,NA,1985,1985,NA
CS,INTERVAL,7700,431985431989000,<1 985; 1 989>,1 985 až 1 989 (více nebo rovno 1 985 a méně nebo rovno 1 989),1900-01-01,9999-09-09,NA,NA,1985,1989,NA
CS,INTERVAL,7700,431986431986000,<1 986; 1 986>,1 986,1900-01-01,9999-09-09,NA,NA,1986,1986,NA
CS,INTERVAL,7700,431987431987000,<1 987; 1 987>,1 987,1900-01-01,9999-09-09,NA,NA,1987,1987,NA
CS,INTERVAL,7700,431988431988000,<1 988; 1 988>,1 988,1900-01-01,9999-09-09,NA,NA,1988,1988,NA
CS,INTERVAL,7700,431989431989000,<1 989; 1 989>,1 989,1900-01-01,9999-09-09,NA,NA,1989,1989,NA
CS,INTERVAL,7700,431990431990000,<1 990; 1 990>,1 990,1900-01-01,9999-09-09,NA,NA,1990,1990,NA
CS,INTERVAL,7700,431990431994000,<1 990; 1 994>,1 990 až 1 994 (více nebo rovno 1 990 a méně nebo rovno 1 994),1900-01-01,9999-09-09,NA,NA,1990,1994,NA
CS,INTERVAL,7700,431990431999000,<1 990; 1 999>,1 990 až 1 999 (více nebo rovno 1 990 a méně nebo rovno 1 999),1900-01-01,9999-09-09,NA,NA,1990,1999,NA
CS,INTERVAL,7700,431991431991000,<1 991; 1 991>,1 991,1900-01-01,9999-09-09,NA,NA,1991,1991,NA
CS,INTERVAL,7700,431991432000000,<1 991; 2 000>,1 991 až 2 000 (více nebo rovno 1 991 a méně nebo rovno 2 000),1900-01-01,9999-09-09,NA,NA,1991,2000,NA
CS,INTERVAL,7700,431991799999000,<1 991; N),Od 1 991 (více nebo rovno 1 991),1900-01-01,9999-09-09,NA,99999999999999999999,1991,NA,NA
CS,INTERVAL,7700,431992431992000,<1 992; 1 992>,1 992,1900-01-01,9999-09-09,NA,NA,1992,1992,NA
CS,INTERVAL,7700,431993431993000,<1 993; 1 993>,1 993,1900-01-01,9999-09-09,NA,NA,1993,1993,NA
CS,INTERVAL,7700,431994431994000,<1 994; 1 994>,1 994,1900-01-01,9999-09-09,NA,NA,1994,1994,NA
CS,INTERVAL,7700,431995431995000,<1 995; 1 995>,1 995,1900-01-01,9999-09-09,NA,NA,1995,1995,NA
CS,INTERVAL,7700,431995431999000,<1 995; 1 999>,1 995 až 1 999 (více nebo rovno 1 995 a méně nebo rovno 1 999),1900-01-01,9999-09-09,NA,NA,1995,1999,NA
CS,INTERVAL,7700,431996431996000,<1 996; 1 996>,1 996,1900-01-01,9999-09-09,NA,NA,1996,1996,NA
CS,INTERVAL,7700,431996799999000,<1 996; N),Od 1 996 (více nebo rovno 1 996),1900-01-01,9999-09-09,NA,99999999999999999999,1996,NA,NA
CS,INTERVAL,7700,431997431997000,<1 997; 1 997>,1 997,1900-01-01,9999-09-09,NA,NA,1997,1997,NA
CS,INTERVAL,7700,431998431998000,<1 998; 1 998>,1 998,1900-01-01,9999-09-09,NA,NA,1998,1998,NA
CS,INTERVAL,7700,431999431999000,<1 999; 1 999>,1 999,1900-01-01,9999-09-09,NA,NA,1999,1999,NA
CS,INTERVAL,7700,432000432000000,<2 000; 2 000>,2 000,1900-01-01,9999-09-09,NA,NA,2000,2000,NA
CS,INTERVAL,7700,432000432004000,<2 000; 2 004>,2 000 až 2 004 (více nebo rovno 2 000 a méně nebo rovno 2 004),1900-01-01,9999-09-09,NA,NA,2000,2004,NA
CS,INTERVAL,7700,432000432009000,<2 000; 2 009>,2 000 až 2 009 (více nebo rovno 2 000 a méně nebo rovno 2 009),1900-01-01,9999-09-09,NA,NA,2000,2009,NA
CS,INTERVAL,7700,432000632500000,<2 000; 2 500),2 000 až 2 500 (více nebo rovno 2 000 a méně než 2 500),1900-01-01,9999-09-09,NA,2500,2000,NA,A
CS,INTERVAL,7700,432000633000000,<2 000; 3 000),2 000 až 3 000 (více nebo rovno 2 000 a méně než 3 000),1900-01-01,9999-09-09,NA,3000,2000,NA,NA
CS,INTERVAL,7700,432000634000000,<2 000; 4 000),2 000 až 4 000 (více nebo rovno 2 000 a méně než 4 000),1900-01-01,9999-09-09,NA,4000,2000,NA,NA
CS,INTERVAL,7700,432000635000000,<2 000; 5 000),2 000 až 5 000 (více nebo rovno 2 000 a méně než 5 000),1900-01-01,9999-09-09,NA,5000,2000,NA,NA
CS,INTERVAL,7700,432000641000000,<2 000; 10 000),2 000 až 10 000 (více nebo rovno 2 000 a méně než 10 000),1900-01-01,9999-09-09,NA,10000,2000,NA,NA
CS,INTERVAL,7700,432000799999000,<2 000; N),Od 2 000 (více nebo rovno 2 000),1900-01-01,9999-09-09,NA,99999999999999999999,2000,NA,NA
CS,INTERVAL,7700,432001432001000,<2 001; 2 001>,2 001,1900-01-01,9999-09-09,NA,NA,2001,2001,NA
CS,INTERVAL,7700,432001432010000,<2 001; 2 010>,2 001 až 2 010 (více nebo rovno 2 001 a méně nebo rovno 2 010),1900-01-01,9999-09-09,NA,NA,2001,2010,NA
CS,INTERVAL,7700,432002432002000,<2 002; 2 002>,2 002,1900-01-01,9999-09-09,NA,NA,2002,2002,NA
CS,INTERVAL,7700,432003432003000,<2 003; 2 003>,2 003,1900-01-01,9999-09-09,NA,NA,2003,2003,NA
CS,INTERVAL,7700,432004432004000,<2 004; 2 004>,2 004,1900-01-01,9999-09-09,NA,NA,2004,2004,NA
CS,INTERVAL,7700,432004432006000,<2 004; 2 006>,2 004 až 2 006 (více nebo rovno 2 004 a méně nebo rovno 2 006),1900-01-01,9999-09-09,NA,NA,2004,2006,NA
CS,INTERVAL,7700,432005432005000,<2 005; 2 005>,2 005,1900-01-01,9999-09-09,NA,NA,2005,2005,NA
CS,INTERVAL,7700,432005432009000,<2 005; 2 009>,2 005 až 2 009 (více nebo rovno 2 005 a méně nebo rovno 2 009),1900-01-01,9999-09-09,NA,NA,2005,2009,NA
CS,INTERVAL,7700,432006432006000,<2 006; 2 006>,2 006,1900-01-01,9999-09-09,NA,NA,2006,2006,NA
CS,INTERVAL,7700,432007432007000,<2 007; 2 007>,2 007,1900-01-01,9999-09-09,NA,NA,2007,2007,NA
CS,INTERVAL,7700,432007432013000,<2 007; 2 013>,2 007 až 2 013 (více nebo rovno 2 007 a méně nebo rovno 2 013),1900-01-01,9999-09-09,NA,NA,2007,2013,NA
CS,INTERVAL,7700,432007799999000,<2 007; N),Od 2 007 (více nebo rovno 2 007),1900-01-01,9999-09-09,NA,99999999999999999999,2007,NA,NA
CS,INTERVAL,7700,432008432008000,<2 008; 2 008>,2 008,1900-01-01,9999-09-09,NA,NA,2008,2008,NA
CS,INTERVAL,7700,432009432009000,<2 009; 2 009>,2 009,1900-01-01,9999-09-09,NA,NA,2009,2009,NA
CS,INTERVAL,7700,432010432010000,<2 010; 2 010>,2 010,1900-01-01,9999-09-09,NA,NA,2010,2010,NA
CS,INTERVAL,7700,432010432011000,<2 010; 2 011>,2 010 až 2 011 (více nebo rovno 2 010 a méně nebo rovno 2 011),1900-01-01,9999-09-09,NA,NA,2010,2011,NA
CS,INTERVAL,7700,432010432019000,<2 010; 2 019>,2 010 až 2 019 (více nebo rovno 2 010 a méně nebo rovno 2 019),1900-01-01,9999-09-09,NA,NA,2010,2019,NA
CS,INTERVAL,7700,432011432011000,<2 011; 2 011>,2 011,1900-01-01,9999-09-09,NA,NA,2011,2011,NA
CS,INTERVAL,7700,432011799999000,<2 011; N),Od 2 011 (více nebo rovno 2 011),1900-01-01,9999-09-09,NA,99999999999999999999,2011,NA,NA
CS,INTERVAL,7700,432012432012000,<2 012; 2 012>,2 012,1900-01-01,9999-09-09,NA,NA,2012,2012,NA
CS,INTERVAL,7700,432013432013000,<2 013; 2 013>,2 013,1900-01-01,9999-09-09,NA,NA,2013,2013,NA
CS,INTERVAL,7700,432013432015000,<2 013; 2 015>,2 013 až 2 015 (více nebo rovno 2 013 a méně nebo rovno 2 015),1900-01-01,9999-09-09,NA,NA,2013,2015,NA
CS,INTERVAL,7700,432014432014000,<2 014; 2 014>,2 014,1900-01-01,9999-09-09,NA,NA,2014,2014,NA
CS,INTERVAL,7700,432015432015000,<2 015; 2 015>,2 015,1900-01-01,9999-09-09,NA,NA,2015,2015,NA
CS,INTERVAL,7700,432016432016000,<2 016; 2 016>,2 016,1900-01-01,9999-09-09,NA,NA,2016,2016,NA
CS,INTERVAL,7700,432017432017000,<2 017; 2 017>,2 017,1900-01-01,9999-09-09,NA,NA,2017,2017,NA
CS,INTERVAL,7700,432018432018000,<2 018; 2 018>,2 018,1900-01-01,9999-09-09,NA,NA,2018,2018,NA
CS,INTERVAL,7700,432019432019000,<2 019; 2 019>,2 019,1900-01-01,9999-09-09,NA,NA,2019,2019,NA
CS,INTERVAL,7700,432020432020000,<2 020; 2 020>,2 020,1900-01-01,9999-09-09,NA,NA,2020,2020,NA
CS,INTERVAL,7700,432500633000000,<2 500; 3 000),2 500 až 3 000 (více nebo rovno 2 500 a méně než 3 000),1900-01-01,9999-09-09,NA,3000,2500,NA,A
CS,INTERVAL,7700,432500635000000,<2 500; 5 000),2 500 až 5 000 (více nebo rovno 2 500 a méně než 5 000),1900-01-01,9999-09-09,NA,5000,2500,NA,NA
CS,INTERVAL,7700,432500799999000,<2 500; N),Od 2 500 (více nebo rovno 2 500),1900-01-01,9999-09-09,NA,99999999999999999999,2500,NA,NA
CS,INTERVAL,7700,433000633500000,<3 000; 3 500),3 000 až 3 500 (více nebo rovno 3 000 a méně než 3 500),1900-01-01,9999-09-09,NA,3500,3000,NA,NA
CS,INTERVAL,7700,433000634000000,<3 000; 4 000),3 000 až 4 000 (více nebo rovno 3 000 a méně než 4 000),1900-01-01,9999-09-09,NA,4000,3000,NA,A
CS,INTERVAL,7700,433000635000000,<3 000; 5 000),3 000 až 5 000 (více nebo rovno 3 000 a méně než 5 000),1900-01-01,9999-09-09,NA,5000,3000,NA,NA
CS,INTERVAL,7700,433000799999000,<3 000; N),Od 3 000 (více nebo rovno 3 000),1900-01-01,9999-09-09,NA,99999999999999999999,3000,NA,NA
CS,INTERVAL,7700,433200799999000,<3 200; N),Od 3 200 (více nebo rovno 3 200),1900-01-01,9999-09-09,NA,99999999999999999999,3200,NA,NA
CS,INTERVAL,7700,433500634000000,<3 500; 4 000),3 500 až 4 000 (více nebo rovno 3 500 a méně než 4 000),1900-01-01,9999-09-09,NA,4000,3500,NA,NA
CS,INTERVAL,7700,434000634500000,<4 000; 4 500),4 000 až 4 500 (více nebo rovno 4 000 a méně než 4 500),1900-01-01,9999-09-09,NA,4500,4000,NA,NA
CS,INTERVAL,7700,434000635000000,<4 000; 5 000),4 000 až 5 000 (více nebo rovno 4 000 a méně než 5 000),1900-01-01,9999-09-09,NA,5000,4000,NA,A
CS,INTERVAL,7700,434000638000000,<4 000; 8 000),4 000 až 8 000 (více nebo rovno 4 000 a méně než 8 000),1900-01-01,9999-09-09,NA,8000,4000,NA,NA
CS,INTERVAL,7700,434500635000000,<4 500; 5 000),4 500 až 5 000 (více nebo rovno 4 500 a méně než 5 000),1900-01-01,9999-09-09,NA,5000,4500,NA,NA
CS,INTERVAL,7700,435000636000000,<5 000; 6 000),5 000 až 6 000 (více nebo rovno 5 000 a méně než 6 000),1900-01-01,9999-09-09,NA,6000,5000,NA,NA
CS,INTERVAL,7700,435000641000000,<5 000; 10 000),5 000 až 10 000 (více nebo rovno 5 000 a méně než 10 000),1900-01-01,9999-09-09,NA,10000,5000,NA,A
CS,INTERVAL,7700,435000642000000,<5 000; 20 000),5 000 až 20 000 (více nebo rovno 5 000 a méně než 20 000),1900-01-01,9999-09-09,NA,20000,5000,NA,NA
CS,INTERVAL,7700,435000799999000,<5 000; N),Od 5 000 (více nebo rovno 5 000),1900-01-01,9999-09-09,NA,99999999999999999999,5000,NA,NA
CS,INTERVAL,7700,435001441000000,<5 001; 10 000>,5 001 až 10 000 (více nebo rovno 5 001 a méně nebo rovno 10 000),1900-01-01,9999-09-09,NA,NA,5001,10000,NA
CS,INTERVAL,7700,436000637000000,<6 000; 7 000),6 000 až 7 000 (více nebo rovno 6 000 a méně než 7 000),1900-01-01,9999-09-09,NA,7000,6000,NA,NA
CS,INTERVAL,7700,437000638000000,<7 000; 8 000),7 000 až 8 000 (více nebo rovno 7 000 a méně než 8 000),1900-01-01,9999-09-09,NA,8000,7000,NA,NA
CS,INTERVAL,7700,438000639000000,<8 000; 9 000),8 000 až 9 000 (více nebo rovno 8 000 a méně než 9 000),1900-01-01,9999-09-09,NA,9000,8000,NA,NA
CS,INTERVAL,7700,438000641500000,<8 000; 15 000),8 000 až 15 000 (více nebo rovno 8 000 a méně než 15 000),1900-01-01,9999-09-09,NA,15000,8000,NA,NA
CS,INTERVAL,7700,439000641000000,<9 000; 10 000),9 000 až 10 000 (více nebo rovno 9 000 a méně než 10 000),1900-01-01,9999-09-09,NA,10000,9000,NA,NA
CS,INTERVAL,7700,441000641100000,<10 000; 11 000),10 000 až 11 000 (více nebo rovno 10 000 a méně než 11 000),1900-01-01,9999-09-09,NA,11000,10000,NA,NA
CS,INTERVAL,7700,441000641200000,<10 000; 12 000),10 000 až 12 000 (více nebo rovno 10 000 a méně než 12 000),1900-01-01,9999-09-09,NA,12000,10000,NA,NA
CS,INTERVAL,7700,441000642000000,<10 000; 20 000),10 000 až 20 000 (více nebo rovno 10 000 a méně než 20 000),1900-01-01,9999-09-09,NA,20000,10000,NA,NA
CS,INTERVAL,7700,441000645000000,<10 000; 50 000),10 000 až 50 000 (více nebo rovno 10 000 a méně než 50 000),1900-01-01,9999-09-09,NA,50000,10000,NA,NA
CS,INTERVAL,7700,441000799999000,<10 000; N),Od 10 000 (více nebo rovno 10 000),1900-01-01,9999-09-09,NA,99999999999999999999,10000,NA,A
CS,INTERVAL,7700,441000799999001,<10 001; N),Od 10 001 (více nebo rovno 10 001),1900-01-01,9999-09-09,NA,99999999999999999999,10001,NA,NA
CS,INTERVAL,7700,441100641200000,<11 000; 12 000),11 000 až 12 000 (více nebo rovno 11 000 a méně než 12 000),1900-01-01,9999-09-09,NA,12000,11000,NA,NA
CS,INTERVAL,7700,441200641300000,<12 000; 13 000),12 000 až 13 000 (více nebo rovno 12 000 a méně než 13 000),1900-01-01,9999-09-09,NA,13000,12000,NA,NA
CS,INTERVAL,7700,441200641400000,<12 000; 14 000),12 000 až 14 000 (více nebo rovno 12 000 a méně než 14 000),1900-01-01,9999-09-09,NA,14000,12000,NA,NA
CS,INTERVAL,7700,441300641400000,<13 000; 14 000),13 000 až 14 000 (více nebo rovno 13 000 a méně než 14 000),1900-01-01,9999-09-09,NA,14000,13000,NA,NA
CS,INTERVAL,7700,441400641450000,<14 000; 14 500),14 000 až 14 500 (více nebo rovno 14 000 a méně než 14 500),1900-01-01,9999-09-09,NA,14500,14000,NA,NA
CS,INTERVAL,7700,441400641700000,<14 000; 17 000),14 000 až 17 000 (více nebo rovno 14 000 a méně než 17 000),1900-01-01,9999-09-09,NA,17000,14000,NA,NA
CS,INTERVAL,7700,441450799999000,<14 500; N),Od 14 500 (více nebo rovno 14 500),1900-01-01,9999-09-09,NA,99999999999999999999,14500,NA,NA
CS,INTERVAL,7700,441500642500000,<15 000; 25 000),15 000 až 25 000 (více nebo rovno 15 000 a méně než 25 000),1900-01-01,9999-09-09,NA,25000,15000,NA,NA
CS,INTERVAL,7700,441700642000000,<17 000; 20 000),17 000 až 20 000 (více nebo rovno 17 000 a méně než 20 000),1900-01-01,9999-09-09,NA,20000,17000,NA,NA
